vowel_id,start,end,t,percent,F1,F2,F3,F4
539,642.256,642.639,642.294,10,485.2,1218.5,2394.8,3347.5
539,642.256,642.639,642.313,15,460.6,1128.1,2394.5,3358.4
539,642.256,642.639,642.332,20,435.5,1090.9,2427.6,3406.8
539,642.256,642.639,642.351,25,424.1,1027.7,2601.6,3318
539,642.256,642.639,642.371,30,403.6,965.3,2663.3,3207
539,642.256,642.639,642.39,35,398.8,940.6,3058.7,3507.2
539,642.256,642.639,642.409,40,387.1,871.6,2691,3323.5
539,642.256,642.639,642.428,45,371.4,859.1,2893.4,3115.7
539,642.256,642.639,642.447,50,379.2,859,2670.6,3355.7
539,642.256,642.639,642.466,55,369.9,841.1,2654.1,3318.4
539,642.256,642.639,642.485,60,362,835.4,2554.2,3376.1
539,642.256,642.639,642.505,65,365.1,816.3,2559.5,3161.9
539,642.256,642.639,642.524,70,366.2,834.1,2538.6,3455
539,642.256,642.639,642.543,75,360.6,873.1,2567,3276.5
539,642.256,642.639,642.562,80,353,974.9,2710.2,3725.6
539,642.256,642.639,642.581,85,354.3,1176.5,2584.3,3404.3
539,642.256,642.639,642.6,90,333,1445.2,2576.5,3241.3
539,642.256,642.639,642.619,95,247.6,1548.9,2283.7,3292.2
539,642.256,642.639,642.639,100,318.8,1675.6,2536,3542.8
540,643.232,643.515,643.232,0,253.9,1645.4,2259.6,3347.2
540,643.232,643.515,643.246,5,317.6,1541.5,2154.6,3350.1
540,643.232,643.515,643.261,10,318.7,1452.3,2323.2,3317.3
540,643.232,643.515,643.275,15,320.8,1384.5,2456.2,3309.8
540,643.232,643.515,643.289,20,315.1,1304,2393.3,3322.2
540,643.232,643.515,643.303,25,302.6,1237.8,2250.9,3310.8
540,643.232,643.515,643.317,30,300.1,1175.9,2193,3338.9
540,643.232,643.515,643.331,35,298.8,1172.5,2183.1,3315.8
540,643.232,643.515,643.346,40,298.1,1140.7,2182,3324
540,643.232,643.515,643.36,45,290.1,1169.2,2196.6,3402.6
540,643.232,643.515,643.374,50,288.9,1137.2,2177.5,3302.3
540,643.232,643.515,643.388,55,280.8,1138.7,2173.5,3160.7
540,643.232,643.515,643.402,60,277.1,1165.6,2236,3226
540,643.232,643.515,643.416,65,269.1,1097.3,2236.4,3184.6
540,643.232,643.515,643.43,70,267.8,1103.5,2182.9,3231.9
540,643.232,643.515,643.445,75,277.3,1230.7,2201.5,3236.6
540,643.232,643.515,643.459,80,283.4,1357.5,2256.2,3300.6
540,643.232,643.515,643.473,85,289.7,1478.4,2207.1,3235.6
540,643.232,643.515,643.487,90,292.1,1748.6,2199.7,3214.7
540,643.232,643.515,643.501,95,281.6,1853.1,2360.9,3240.3
540,643.232,643.515,643.515,100,206.6,1896.4,2383.7,3496.5
541,645.575,645.822,645.575,0,257,1672.9,2558.1,3749.8
541,645.575,645.822,645.587,5,278,1705,2484.3,3570.3
541,645.575,645.822,645.599,10,297.2,1752.1,2531.4,3521.1
541,645.575,645.822,645.612,15,315.2,1792.5,2553.4,3437
541,645.575,645.822,645.624,20,328,1848.1,2591.1,3501.6
541,645.575,645.822,645.636,25,334.5,1871.8,2601.7,3494.6
541,645.575,645.822,645.649,30,331.5,1859.8,2611.2,3495.4
541,645.575,645.822,645.661,35,330.4,1884.7,2616.2,3476.1
541,645.575,645.822,645.673,40,331.3,1834.3,2592.9,3444.2
541,645.575,645.822,645.686,45,346.5,1898.9,2596,3480.5
541,645.575,645.822,645.698,50,363.9,1895.8,2588.8,3527.2
541,645.575,645.822,645.71,55,370,1912.7,2566.8,3496.4
541,645.575,645.822,645.723,60,363.3,1863.4,2525.5,3566.4
541,645.575,645.822,645.735,65,359.6,1842.7,2554.5,3498.9
541,645.575,645.822,645.747,70,356.7,1838.4,2575.2,3495.4
541,645.575,645.822,645.76,75,350.6,1845.2,2568.1,3555.7
541,645.575,645.822,645.772,80,340.8,1824.3,2567.3,3646.9
541,645.575,645.822,645.785,85,334.7,1779.6,2636.6,3646.6
541,645.575,645.822,645.797,90,307.7,2012.4,2740.2,--undefined--
541,645.575,645.822,645.809,95,258.9,1937.7,2852.6,--undefined--
541,645.575,645.822,645.822,100,219.4,2239.8,2819.3,--undefined--
542,646.675,646.994,646.675,0,300.5,2138.7,2939.7,3313.9
542,646.675,646.994,646.691,5,296.4,2145.2,3178.3,3338.5
542,646.675,646.994,646.706,10,289.5,2176.6,3253.4,3602.2
542,646.675,646.994,646.722,15,284.8,2189.2,3287.7,--undefined--
542,646.675,646.994,646.738,20,284.4,2193.2,3276.7,--undefined--
542,646.675,646.994,646.754,25,274.5,2236.3,3266.5,--undefined--
542,646.675,646.994,646.77,30,259,2211.3,3277,--undefined--
542,646.675,646.994,646.786,35,261.4,2249.8,3294.6,--undefined--
542,646.675,646.994,646.802,40,264.2,2213.8,3285.9,--undefined--
542,646.675,646.994,646.818,45,317,2198,3322.1,--undefined--
542,646.675,646.994,646.834,50,341.3,2202.1,3253.9,--undefined--
542,646.675,646.994,646.85,55,344.2,2159.8,3244.6,--undefined--
542,646.675,646.994,646.866,60,308.8,2197.6,3205.1,--undefined--
542,646.675,646.994,646.882,65,320.9,2209.3,3186.5,--undefined--
542,646.675,646.994,646.898,70,309.7,2246.2,3188.8,--undefined--
542,646.675,646.994,646.914,75,314.5,2184.1,3159.5,--undefined--
542,646.675,646.994,646.93,80,297.1,2209,3092.6,--undefined--
542,646.675,646.994,646.946,85,281.9,2095.4,3084,--undefined--
542,646.675,646.994,646.962,90,279.5,2096.7,2921.1,--undefined--
542,646.675,646.994,646.978,95,168,1877.7,2455.4,3526.8
542,646.675,646.994,646.994,100,161,1929.7,2575.7,3502.5
543,647.587,647.928,647.587,0,207.4,1513.2,2635.8,3687.1
543,647.587,647.928,647.604,5,454.9,1450.4,2780.8,--undefined--
543,647.587,647.928,647.621,10,548.1,1385.9,2807,--undefined--
543,647.587,647.928,647.638,15,617.4,1333.2,2679.9,--undefined--
543,647.587,647.928,647.655,20,655.1,1019.8,2519,3477.6
543,647.587,647.928,647.672,25,627.9,1160.9,2713.2,3457.2
543,647.587,647.928,647.689,30,602.9,1226.5,2886.1,--undefined--
543,647.587,647.928,647.706,35,563,1215.4,2851.1,--undefined--
543,647.587,647.928,647.723,40,537.8,1148,2839.7,--undefined--
543,647.587,647.928,647.74,45,521.3,1195.3,2924.3,--undefined--
543,647.587,647.928,647.757,50,579.9,1176.7,2864.5,3404.5
543,647.587,647.928,647.774,55,594.1,1191.1,3087.1,3272.5
543,647.587,647.928,647.791,60,664.7,955.6,2677.1,3379.2
543,647.587,647.928,647.808,65,581.9,1104.5,2661.2,3456.3
543,647.587,647.928,647.825,70,623.5,1144.4,2760.1,3461.8
543,647.587,647.928,647.843,75,632.9,1216.6,2726.2,3403
543,647.587,647.928,647.86,80,648.5,1255,2858.6,3222.6
543,647.587,647.928,647.877,85,653.9,1397.1,2759.9,--undefined--
543,647.587,647.928,647.894,90,606.1,1440.1,2653.1,--undefined--
543,647.587,647.928,647.911,95,602.1,1530.9,2645.4,3420.2
543,647.587,647.928,647.928,100,314.9,1614.7,2621,3652
544,648.472,648.769,648.472,0,247.3,2106.8,2790.4,3672.5
544,648.472,648.769,648.487,5,377.5,2162.2,2858.6,--undefined--
544,648.472,648.769,648.501,10,369.5,2067.1,2783.7,3465.2
544,648.472,648.769,648.516,15,358.2,2073.9,2768.1,3407.2
544,648.472,648.769,648.531,20,353.6,2076.5,2865.3,--undefined--
544,648.472,648.769,648.546,25,342.5,2233,2846.7,--undefined--
544,648.472,648.769,648.561,30,345.9,2155.4,2931.1,--undefined--
544,648.472,648.769,648.576,35,360.4,2118.3,2965.7,3347.2
544,648.472,648.769,648.59,40,366.5,2059,2720.5,3528.8
544,648.472,648.769,648.605,45,356.4,2026.7,2710.7,3536.5
544,648.472,648.769,648.62,50,345.3,2044.3,2646.2,3460.1
544,648.472,648.769,648.635,55,361.2,1949.8,2596,3470.2
544,648.472,648.769,648.65,60,360.7,1985.8,2620.9,3477
544,648.472,648.769,648.665,65,378.5,2002.5,2643.8,3428.4
544,648.472,648.769,648.68,70,356.5,1967.6,2612.2,3415.1
544,648.472,648.769,648.694,75,362.7,1980.4,2717.1,3390.7
544,648.472,648.769,648.709,80,365,1977.1,2615,3410.3
544,648.472,648.769,648.724,85,369.7,1975.8,2504.3,3405.9
544,648.472,648.769,648.739,90,371.1,1897,2577.9,3482.2
544,648.472,648.769,648.754,95,333.4,1996.4,2592.6,3319.1
544,648.472,648.769,648.769,100,280.1,1875.6,2463.1,3317.3
545,649.401,649.679,649.401,0,561.5,1735.3,2804.7,--undefined--
545,649.401,649.679,649.415,5,266.4,1860.2,2655,3524.4
545,649.401,649.679,649.429,10,344.5,1894.4,2682.1,3457
545,649.401,649.679,649.443,15,356.2,1989.6,3089.9,3344.9
545,649.401,649.679,649.457,20,340.8,1983.6,2629.3,3416.1
545,649.401,649.679,649.471,25,338.4,1964.3,2806.1,3407.3
545,649.401,649.679,649.484,30,337.5,2000.7,2797.5,3414.1
545,649.401,649.679,649.498,35,329.2,2009.3,2552.3,3439.2
545,649.401,649.679,649.512,40,328.1,2045.1,2440.2,3396.6
545,649.401,649.679,649.526,45,333.2,2008.4,2726.9,--undefined--
545,649.401,649.679,649.54,50,327.5,1956.5,2660.7,3414.1
545,649.401,649.679,649.554,55,343.6,1928.3,2626.1,3435.8
545,649.401,649.679,649.568,60,336.6,1946.6,2632.7,3407.5
545,649.401,649.679,649.582,65,355.9,1938.8,2638.2,3486.9
545,649.401,649.679,649.595,70,361.6,1908.1,2575.6,3562.3
545,649.401,649.679,649.609,75,351.2,1915.3,2594.2,3597.7
545,649.401,649.679,649.623,80,344.2,1879.5,2625.4,3571.8
545,649.401,649.679,649.637,85,301.6,1874.9,2616.5,3595.8
545,649.401,649.679,649.651,90,300.6,1807.2,2590.4,3632.9
545,649.401,649.679,649.665,95,266.4,1853.2,2650.3,--undefined--
545,649.401,649.679,649.679,100,277.5,1822.3,2642.3,--undefined--
546,650.415,650.726,650.415,0,520.6,2116.2,2786.8,--undefined--
546,650.415,650.726,650.43,5,429,2094.9,2830.7,--undefined--
546,650.415,650.726,650.446,10,431,2067.6,2816.4,3382.6
546,650.415,650.726,650.461,15,425.1,2125.4,2912.5,--undefined--
546,650.415,650.726,650.477,20,416.2,2183.4,2964.9,--undefined--
546,650.415,650.726,650.493,25,391.3,2194.2,2946.4,--undefined--
546,650.415,650.726,650.508,30,365.3,2258.9,2974.6,--undefined--
546,650.415,650.726,650.524,35,351.2,2296.4,3057.3,--undefined--
546,650.415,650.726,650.539,40,365.2,2250.4,3078.4,--undefined--
546,650.415,650.726,650.555,45,333.4,2243.3,3136.5,--undefined--
546,650.415,650.726,650.57,50,340.1,2277,3122.5,--undefined--
546,650.415,650.726,650.586,55,299.9,2241.8,2966.3,3259.1
546,650.415,650.726,650.601,60,299.1,2220.6,2875.6,3290.6
546,650.415,650.726,650.617,65,294.5,2215.3,2911.4,3329.3
546,650.415,650.726,650.632,70,264.2,2214.6,2951,3319.9
546,650.415,650.726,650.648,75,256.7,2178.8,2921,3383
546,650.415,650.726,650.663,80,263,2194.8,2938.5,3345
546,650.415,650.726,650.679,85,254.2,2171.4,2876.2,3463.4
546,650.415,650.726,650.695,90,250.3,2190,2885.2,3441.4
546,650.415,650.726,650.71,95,335.6,2210.2,3110.8,--undefined--
546,650.415,650.726,650.726,100,243.7,2200.8,3289.4,--undefined--
547,651.389,651.683,651.389,0,461.5,1616.2,2785.2,--undefined--
547,651.389,651.683,651.403,5,404.8,1896,2728.2,--undefined--
547,651.389,651.683,651.418,10,507.4,1830.8,2644.3,3498.9
547,651.389,651.683,651.433,15,570.9,1789,2543.9,3371.4
547,651.389,651.683,651.448,20,594.8,1842.7,2553.4,3307.8
547,651.389,651.683,651.462,25,609.7,1834.6,2532.6,3368.7
547,651.389,651.683,651.477,30,597.6,1799.8,2525,3405
547,651.389,651.683,651.492,35,615.7,1773.4,2510.8,3431.6
547,651.389,651.683,651.506,40,586.1,1739,2492.6,3481.4
547,651.389,651.683,651.521,45,614.7,1738.9,2482.8,3476.2
547,651.389,651.683,651.536,50,628,1717.3,2455.1,3629.9
547,651.389,651.683,651.551,55,623.6,1714.6,2409.8,3699.6
547,651.389,651.683,651.565,60,587,1712.4,2480.9,3858.4
547,651.389,651.683,651.58,65,606.1,1742.6,2567,--undefined--
547,651.389,651.683,651.595,70,529.3,1734.5,2535.4,--undefined--
547,651.389,651.683,651.609,75,524.7,1734.6,2563.5,--undefined--
547,651.389,651.683,651.624,80,432,1738.5,2580,--undefined--
547,651.389,651.683,651.639,85,493.2,1812.2,2533.9,--undefined--
547,651.389,651.683,651.653,90,586.6,1710.6,2535.9,--undefined--
547,651.389,651.683,651.668,95,597.4,1785,2513.8,--undefined--
547,651.389,651.683,651.683,100,326.8,1708.7,2505.5,--undefined--
548,652.422,652.774,652.422,0,425.5,1750.9,2846.5,--undefined--
548,652.422,652.774,652.439,5,508.6,1539.3,2629.5,3588.7
548,652.422,652.774,652.457,10,610.3,1462.2,2526,3453.3
548,652.422,652.774,652.474,15,671.6,1378.1,2537,3569.4
548,652.422,652.774,652.492,20,668.8,1376,2602.4,3630.5
548,652.422,652.774,652.51,25,570.4,1371.1,2642.5,3480.3
548,652.422,652.774,652.527,30,493.4,1327.5,2698.5,3670.6
548,652.422,652.774,652.545,35,473.5,1328.5,2739.9,3632.8
548,652.422,652.774,652.562,40,299.1,1320.4,2802.9,--undefined--
548,652.422,652.774,652.58,45,340.2,1314.5,2703.2,3770
548,652.422,652.774,652.598,50,463.6,1380,2692.5,3558.6
548,652.422,652.774,652.615,55,612.7,1438,2595.1,3608.4
548,652.422,652.774,652.633,60,590.4,1496.4,2514.4,3613.2
548,652.422,652.774,652.651,65,541.9,1552.8,2543.8,--undefined--
548,652.422,652.774,652.668,70,457.5,1704.7,2662.9,--undefined--
548,652.422,652.774,652.686,75,431.9,1940.8,2823.3,--undefined--
548,652.422,652.774,652.703,80,423.4,2013.5,2853.5,--undefined--
548,652.422,652.774,652.721,85,436.2,2014.7,2558,3434.3
548,652.422,652.774,652.739,90,279.3,2085.3,2284.8,3268
548,652.422,652.774,652.756,95,352.6,2052.5,2527.2,3425.1
548,652.422,652.774,652.774,100,364.6,2043,2496.4,3398.4
549,653.487,653.884,653.487,0,354.8,2037.8,3418.1,--undefined--
549,653.487,653.884,653.507,5,334.3,1513.7,3338.7,--undefined--
549,653.487,653.884,653.527,10,309.3,1023.9,2221.2,3533.5
549,653.487,653.884,653.546,15,414.4,1829.1,3256.4,--undefined--
549,653.487,653.884,653.566,20,559.7,1669.3,3128.7,--undefined--
549,653.487,653.884,653.586,25,591.9,1627.4,2661.5,--undefined--
549,653.487,653.884,653.606,30,616.6,1453,2520.3,3393.4
549,653.487,653.884,653.626,35,611.8,1249.1,2477.3,3366.9
549,653.487,653.884,653.646,40,628.8,1336,2432.7,3204.9
549,653.487,653.884,653.666,45,601,1558.3,2489.9,3186.6
549,653.487,653.884,653.685,50,604.8,1501.4,2468.7,3234.6
549,653.487,653.884,653.705,55,604.2,1321.8,2437.4,3181.4
549,653.487,653.884,653.725,60,593.1,1235.9,2450.2,3251.9
549,653.487,653.884,653.745,65,505.4,1193.4,2401.2,3281.9
549,653.487,653.884,653.765,70,475.3,1040.9,2423.4,3203.4
549,653.487,653.884,653.785,75,529.1,992.7,2420,3282.9
549,653.487,653.884,653.804,80,507.5,968.9,2203.6,3280.5
549,653.487,653.884,653.824,85,453.7,1004.3,2233.6,3304.8
549,653.487,653.884,653.844,90,423.6,1084,2525.2,3292.5
549,653.487,653.884,653.864,95,402.6,1159.4,3052.4,--undefined--
549,653.487,653.884,653.884,100,391.9,1469.7,2800.5,--undefined--
550,654.611,654.922,654.611,0,243.2,1929,2654.5,--undefined--
550,654.611,654.922,654.626,5,274.2,1420.3,2363.9,3696.6
550,654.611,654.922,654.642,10,270,1442.4,2250.9,3627.4
550,654.611,654.922,654.658,15,260.9,1595,2378.1,--undefined--
550,654.611,654.922,654.673,20,265,1700.4,2346.4,--undefined--
550,654.611,654.922,654.689,25,297.1,1804.6,2634.7,3093.6
550,654.611,654.922,654.704,30,320.2,1763.3,2354.5,3133.4
550,654.611,654.922,654.72,35,331.7,1677.9,2258.7,3138.4
550,654.611,654.922,654.735,40,334.1,1572.1,2126.1,3092.2
550,654.611,654.922,654.751,45,328.9,1446.5,2120.1,3141.7
550,654.611,654.922,654.766,50,313.4,1365.3,2137.1,3224.7
550,654.611,654.922,654.782,55,301.3,1274.8,2161,3223
550,654.611,654.922,654.797,60,302.3,1215.6,2151,3234.9
550,654.611,654.922,654.813,65,273.7,1202.4,2135.8,3255.4
550,654.611,654.922,654.828,70,274.9,1168.2,2194.7,3276.2
550,654.611,654.922,654.844,75,260.8,1314.5,2101.7,3265.2
550,654.611,654.922,654.86,80,273.5,1245.1,2553.8,3232.5
550,654.611,654.922,654.875,85,270.1,1208.4,2880.1,3257.3
550,654.611,654.922,654.891,90,285.8,1761.9,1917.5,3161.7
550,654.611,654.922,654.906,95,240.5,1777.6,3059.9,--undefined--
550,654.611,654.922,654.922,100,253.6,2069.6,2180.4,3184.1
551,655.867,656.28,655.867,0,1264.2,2142,3074.5,--undefined--
551,655.867,656.28,655.888,5,387.9,1394.4,2478.3,3150.7
551,655.867,656.28,655.908,10,397.2,1063.3,2310.9,3152.4
551,655.867,656.28,655.929,15,385.5,832.7,2580.3,3137.6
551,655.867,656.28,655.95,20,389.3,778.3,2614.6,3207.4
551,655.867,656.28,655.97,25,365.7,695.4,2664.1,3248.3
551,655.867,656.28,655.991,30,350.4,705.5,2630.9,3125.2
551,655.867,656.28,656.012,35,373.6,816.9,2591,3129.8
551,655.867,656.28,656.032,40,394.5,946.4,2584,3215.5
551,655.867,656.28,656.053,45,408.9,1173.1,2464,3261.8
551,655.867,656.28,656.074,50,393.8,1469.1,2348.1,3222.6
551,655.867,656.28,656.094,55,351.9,1780.8,2375.7,3250.3
551,655.867,656.28,656.115,60,328.2,2037.3,2453.4,3330.6
551,655.867,656.28,656.136,65,313.4,2092.6,2446.2,3363.6
551,655.867,656.28,656.156,70,315.9,2157.5,2865.9,3227.7
551,655.867,656.28,656.177,75,311.9,2178.2,2894.4,--undefined--
551,655.867,656.28,656.198,80,313.2,2412.5,2530.2,3189
551,655.867,656.28,656.218,85,303.4,2110,2534.1,3520.4
551,655.867,656.28,656.239,90,240.4,1941.4,2507,3606.1
551,655.867,656.28,656.26,95,263.7,1911.3,2503.9,3664.6
551,655.867,656.28,656.28,100,247.5,1907.8,3136,--undefined--
552,656.921,657.243,656.921,0,199.4,1929.6,3220.2,--undefined--
552,656.921,657.243,656.937,5,276.5,1964.9,3029.8,--undefined--
552,656.921,657.243,656.953,10,305.1,2007,3075.8,--undefined--
552,656.921,657.243,656.97,15,321.8,1613.7,3396.9,--undefined--
552,656.921,657.243,656.986,20,283.8,1428.8,2928.8,--undefined--
552,656.921,657.243,657.002,25,262.6,1445,2004,3654
552,656.921,657.243,657.018,30,319.8,1928.5,2686.2,--undefined--
552,656.921,657.243,657.034,35,340.9,1953.3,2674.2,3694.1
552,656.921,657.243,657.05,40,351,1968.2,2731.6,3467.9
552,656.921,657.243,657.066,45,359.8,1969.6,2723.4,3476.2
552,656.921,657.243,657.082,50,370,1987.1,2940.2,--undefined--
552,656.921,657.243,657.098,55,343.6,2047.4,2793,--undefined--
552,656.921,657.243,657.114,60,352.2,1991.2,2779.3,--undefined--
552,656.921,657.243,657.13,65,335.8,1938.1,2632,3487.4
552,656.921,657.243,657.147,70,348.7,1927.6,2723.7,3502.3
552,656.921,657.243,657.163,75,329.1,1882.9,2620.3,3606.3
552,656.921,657.243,657.179,80,334,1888.5,2610.9,3551.7
552,656.921,657.243,657.195,85,326.5,1828.8,2574.6,3746.1
552,656.921,657.243,657.211,90,310.3,1794.9,2602.6,3738.2
552,656.921,657.243,657.227,95,315.1,1795.1,2805.3,--undefined--
552,656.921,657.243,657.243,100,308,1988.2,2981.3,--undefined--
553,658.01,658.445,658.01,0,1641.9,2977.9,3876.3,--undefined--
553,658.01,658.445,658.031,5,326,1465.1,2591.3,3422.4
553,658.01,658.445,658.053,10,417.7,1401.9,2563.6,3295.7
553,658.01,658.445,658.075,15,474.6,1293.3,2561.3,3295.2
553,658.01,658.445,658.097,20,473.2,1119.6,2552,3187.6
553,658.01,658.445,658.119,25,424.6,1036,2528,3184.7
553,658.01,658.445,658.14,30,393.5,925,2792.8,3032.3
553,658.01,658.445,658.162,35,409.4,815.3,2522.6,3159.9
553,658.01,658.445,658.184,40,386,802.6,2531.6,3065.1
553,658.01,658.445,658.206,45,368.7,888.1,2438.1,3155.6
553,658.01,658.445,658.228,50,368.1,947.8,2552.3,3473.7
553,658.01,658.445,658.249,55,363,975,2633.2,3068.9
553,658.01,658.445,658.271,60,364.2,1003.9,2705.6,3186.7
553,658.01,658.445,658.293,65,341.8,934.7,2831.8,3283.1
553,658.01,658.445,658.315,70,299.5,998.4,2417.3,3124.6
553,658.01,658.445,658.336,75,334.3,1037.7,2556.2,3194.2
553,658.01,658.445,658.358,80,257,1184.1,2499.1,3609.3
553,658.01,658.445,658.38,85,315,1129.3,2691.6,3296.3
553,658.01,658.445,658.402,90,283.3,1514.3,2524.4,3408.3
553,658.01,658.445,658.424,95,227.5,1490.9,2515.4,3601.6
553,658.01,658.445,658.445,100,128.2,1786.9,3307.3,--undefined--
554,659.047,659.394,659.047,0,1133.3,2245.9,3298.7,--undefined--
554,659.047,659.394,659.065,5,320.2,1589.9,2576.2,3567.4
554,659.047,659.394,659.082,10,416.4,1472.5,2420.1,3343.5
554,659.047,659.394,659.099,15,446.4,1324,2445.6,3166.6
554,659.047,659.394,659.117,20,449.1,1164.8,2815.9,3208.9
554,659.047,659.394,659.134,25,408.2,1116.9,2825,3167.2
554,659.047,659.394,659.152,30,401.1,1063.4,2380.1,3129.6
554,659.047,659.394,659.169,35,400.7,963.5,2414.9,3133.2
554,659.047,659.394,659.186,40,384.2,919,2489.4,3117.7
554,659.047,659.394,659.204,45,370.2,861.1,2310.4,3060.6
554,659.047,659.394,659.221,50,379.5,809.2,2599.5,3237.3
554,659.047,659.394,659.238,55,370.4,720.4,2803.4,--undefined--
554,659.047,659.394,659.256,60,359,796.3,2692.5,3069.6
554,659.047,659.394,659.273,65,356.8,801.8,2700.5,3320.3
554,659.047,659.394,659.29,70,353.3,910.8,2669.1,3293.1
554,659.047,659.394,659.308,75,348.1,1003.1,2566.9,3108.7
554,659.047,659.394,659.325,80,340.5,1030.8,2589.1,3297.8
554,659.047,659.394,659.342,85,336,1315.6,2498.6,3179.3
554,659.047,659.394,659.36,90,337.2,1546.3,2452.8,3089.1
554,659.047,659.394,659.377,95,279.3,1886,2467.1,--undefined--
554,659.047,659.394,659.394,100,162.8,1706.7,2395.5,--undefined--
555,660.15,660.546,660.15,0,251.8,1713.5,2568.6,3692.3
555,660.15,660.546,660.169,5,406.4,1542.6,2514.6,3501.6
555,660.15,660.546,660.189,10,425.7,1949.3,2645.8,--undefined--
555,660.15,660.546,660.209,15,432.9,2231.5,3164.6,--undefined--
555,660.15,660.546,660.229,20,398.9,2149.6,2447.6,3216.6
555,660.15,660.546,660.249,25,391.9,1723.4,2502.6,3223
555,660.15,660.546,660.269,30,379.7,2409.5,2722.5,3129.1
555,660.15,660.546,660.289,35,371.7,2260.4,2671.4,3241.5
555,660.15,660.546,660.308,40,339.7,2302.8,3100.3,3180.4
555,660.15,660.546,660.328,45,338.6,2291.9,3034.7,--undefined--
555,660.15,660.546,660.348,50,325.6,2189,2753.3,3405.2
555,660.15,660.546,660.368,55,295.4,2130.8,2800.9,3414
555,660.15,660.546,660.388,60,290,2164,2807.1,3390.8
555,660.15,660.546,660.408,65,260.1,2168.5,2983,--undefined--
555,660.15,660.546,660.427,70,279.6,2150.7,2888.7,3347.7
555,660.15,660.546,660.447,75,268,2082.8,2778.6,3431.5
555,660.15,660.546,660.467,80,268.8,2144,2790.6,3508.7
555,660.15,660.546,660.487,85,256.9,2066.6,2661,3459.7
555,660.15,660.546,660.507,90,247.1,2095.9,2487.7,3602.5
555,660.15,660.546,660.527,95,272.6,1998.1,2861.8,--undefined--
555,660.15,660.546,660.546,100,226.6,1346.3,2435.5,3462.6
556,661.468,661.734,661.468,0,541.2,1761.2,2521,3423.7
556,661.468,661.734,661.481,5,466.6,1892.2,2704.6,--undefined--
556,661.468,661.734,661.494,10,540.6,1763.6,2601.8,--undefined--
556,661.468,661.734,661.508,15,597.4,1600.5,2377.8,3563.7
556,661.468,661.734,661.521,20,639.1,1635,2415.3,3469.9
556,661.468,661.734,661.534,25,640.5,1545,2308.5,3487.5
556,661.468,661.734,661.547,30,632.7,1528.3,2393.5,3401.1
556,661.468,661.734,661.561,35,614.7,1525.1,2327.8,3401
556,661.468,661.734,661.574,40,548.5,1494.6,2520.5,--undefined--
556,661.468,661.734,661.587,45,510.6,1472.9,2457.3,3526.1
556,661.468,661.734,661.601,50,514.7,1440.3,2436.2,3571
556,661.468,661.734,661.614,55,481,1411.6,2421.3,3413.9
556,661.468,661.734,661.627,60,505.3,1385.3,2406,3396
556,661.468,661.734,661.641,65,518,1375.8,2424.4,3474.6
556,661.468,661.734,661.654,70,487.1,1332.3,2403.6,3370.2
556,661.468,661.734,661.667,75,494.4,1328.5,2426.9,3384.6
556,661.468,661.734,661.681,80,570.6,1329.7,2341.7,3275.7
556,661.468,661.734,661.694,85,589.9,1249.1,2341.1,3258.4
556,661.468,661.734,661.707,90,583.8,1206.7,2348.7,3204.2
556,661.468,661.734,661.721,95,540.6,1147.1,2318.5,3132.5
556,661.468,661.734,661.734,100,444.9,1097.1,2347.8,3110.1
557,662.568,662.87,662.568,0,569.3,953.5,2987.7,--undefined--
557,662.568,662.87,662.583,5,488.8,753.5,2947.5,--undefined--
557,662.568,662.87,662.598,10,502.1,826.4,2819.4,--undefined--
557,662.568,662.87,662.613,15,437.3,921.6,2822,3515.6
557,662.568,662.87,662.628,20,394.9,979,2788.8,3384
557,662.568,662.87,662.643,25,404.7,987.8,2886.3,3391.1
557,662.568,662.87,662.659,30,472.3,992.5,2946.1,3721
557,662.568,662.87,662.674,35,485.5,979,2853.8,3570.4
557,662.568,662.87,662.689,40,471,1046.5,2766.5,3359.8
557,662.568,662.87,662.704,45,453.9,1133.3,2572.9,3344.4
557,662.568,662.87,662.719,50,443,1167.9,2666.6,3380.1
557,662.568,662.87,662.734,55,487.8,1183.7,2623.7,3378.8
557,662.568,662.87,662.749,60,612.6,1212.9,2634.8,3347.7
557,662.568,662.87,662.764,65,628.7,1257.1,2557.6,3360.2
557,662.568,662.87,662.779,70,540.2,1298.5,2499.6,3394.2
557,662.568,662.87,662.795,75,488.9,1259.1,2490.4,3341
557,662.568,662.87,662.81,80,381.4,1283.7,2460.9,3406.9
557,662.568,662.87,662.825,85,376.4,1404.7,2534.2,3470.6
557,662.568,662.87,662.84,90,487.3,1559.8,2687.1,--undefined--
557,662.568,662.87,662.855,95,384.3,1456.5,2630.2,3874.8
557,662.568,662.87,662.87,100,276.3,1514.9,2633,--undefined--
558,663.905,664.213,663.905,0,602.2,2050.6,2716.9,--undefined--
558,663.905,664.213,663.921,5,642.3,1839.5,2792.2,--undefined--
558,663.905,664.213,663.936,10,630.4,1839.6,2696.2,--undefined--
558,663.905,664.213,663.951,15,669.7,1823.7,2818.1,--undefined--
558,663.905,664.213,663.967,20,667.5,1803.4,2706.5,--undefined--
558,663.905,664.213,663.982,25,545.3,1676.5,2579.8,--undefined--
558,663.905,664.213,663.998,30,415.2,1538.4,2389.2,3487.5
558,663.905,664.213,664.013,35,723.2,1940.2,2472.1,3176.4
