vowel_id,start,end,t,percent,F1,F2,F3,F4
1,2.056,2.41,2.056,0,387.4,1700.6,2629.1,3163.5
1,2.056,2.41,2.074,5,482.7,1590.7,2453.8,3310.5
1,2.056,2.41,2.091,10,524.6,1466.3,2526.5,3343.1
1,2.056,2.41,2.109,15,546.3,1356.7,2571.3,3333.7
1,2.056,2.41,2.127,20,529.6,1297,2616.1,3330
1,2.056,2.41,2.144,25,497.3,1222.7,2561.6,3279.9
1,2.056,2.41,2.162,30,461.1,1172.2,2558.7,3252
1,2.056,2.41,2.18,35,414.5,1120,2625.4,3246.9
1,2.056,2.41,2.198,40,423,1071.6,2654.6,3175.3
1,2.056,2.41,2.215,45,395.8,1074,2622.9,3247.9
1,2.056,2.41,2.233,50,367.7,1017.8,2602.1,3167.7
1,2.056,2.41,2.251,55,354.1,953.3,2633.7,3091.1
1,2.056,2.41,2.268,60,320.6,1005.3,2596.1,3170.2
1,2.056,2.41,2.286,65,324.7,958.3,2660.1,3276
1,2.056,2.41,2.304,70,319.7,876.9,2547.7,3197.7
1,2.056,2.41,2.321,75,357.7,719.7,2435.2,3134.5
1,2.056,2.41,2.339,80,311.9,695.8,2494,3299.3
1,2.056,2.41,2.357,85,322.4,1259.2,2678.1,3150.1
1,2.056,2.41,2.375,90,301.7,1416.6,2650.7,3348.4
1,2.056,2.41,2.392,95,310.7,1692,2578.6,3338.6
1,2.056,2.41,2.41,100,303.8,1661.3,2575,3504.5
2,3,3.355,3,0,416.1,1838.8,2585.2,3523.2
2,3,3.355,3.018,5,441.1,1900.6,2680.8,3543.3
2,3,3.355,3.036,10,444.2,1938.8,2626.7,3376.9
2,3,3.355,3.053,15,425.9,1997,2640.8,3393.7
2,3,3.355,3.071,20,409.1,2026.1,2651.8,3330.1
2,3,3.355,3.089,25,402.3,2030.4,2706.4,3341.6
2,3,3.355,3.107,30,397.8,2028.4,2683.1,3344.6
2,3,3.355,3.124,35,385,2031.4,2671.7,3370.6
2,3,3.355,3.142,40,388.4,2046.5,2700,3364.1
2,3,3.355,3.16,45,388.9,2036.1,2646.7,3383.5
2,3,3.355,3.178,50,376.7,2032.5,2761.3,3408.3
2,3,3.355,3.195,55,348.2,2047.9,2750,3388.4
2,3,3.355,3.213,60,337.6,2116.7,2845,3421.9
2,3,3.355,3.231,65,325.1,2110.5,2807.8,3449.9
2,3,3.355,3.249,70,319.1,2125.4,2816,3455
2,3,3.355,3.266,75,317.5,2120.4,2790.2,3454.7
2,3,3.355,3.284,80,314.4,2092.1,2723.8,3415.8
2,3,3.355,3.302,85,301,2028,2663.2,3500.8
2,3,3.355,3.32,90,284.9,2010.5,2568,3598
2,3,3.355,3.338,95,285.7,1944.3,2508.1,3662.5
2,3,3.355,3.355,100,257.5,1905.1,2632.5,3663.7
3,3.99,4.354,3.99,0,345.7,1406.4,2626.8,3556.4
3,3.99,4.354,4.008,5,423.4,1185.1,2579.3,3489
3,3.99,4.354,4.026,10,422.2,971.3,2806.8,3356.6
3,3.99,4.354,4.045,15,415.1,854.4,2877.2,3302.7
3,3.99,4.354,4.063,20,396.5,737.3,2891.1,3259.6
3,3.99,4.354,4.081,25,388.2,699.2,2981,3301.2
3,3.99,4.354,4.099,30,391.4,653,2993.2,3273.6
3,3.99,4.354,4.117,35,367.1,651.6,3033.3,3268.9
3,3.99,4.354,4.135,40,429.8,674.5,2898.1,3132.2
3,3.99,4.354,4.154,45,407.1,867.1,2775.8,3204.8
3,3.99,4.354,4.172,50,429.2,1003.7,2625.1,3226.1
3,3.99,4.354,4.19,55,426.2,1249.2,2509.1,3247.7
3,3.99,4.354,4.208,60,376.6,1480.3,2513.2,3267.6
3,3.99,4.354,4.226,65,354.1,1875.3,2505.6,3301.7
3,3.99,4.354,4.245,70,321,2056.6,2543.7,3283.2
3,3.99,4.354,4.263,75,311,2079.2,2680.7,3331.4
3,3.99,4.354,4.281,80,307.8,2124,2701.5,3357.8
3,3.99,4.354,4.299,85,297.3,2137.5,2797.1,3404.2
3,3.99,4.354,4.317,90,309.2,2107.9,2787,3437.4
3,3.99,4.354,4.335,95,311.7,2078.1,2701.1,3478.6
3,3.99,4.354,4.354,100,201.1,2027.8,2572.6,3535.1
4,4.94,5.19,4.94,0,320.3,2058.3,2616.5,--undefined--
4,4.94,5.19,4.953,5,446.7,2029.5,2698.3,3532.4
4,4.94,5.19,4.965,10,434.7,2107.6,2753.7,3817.5
4,4.94,5.19,4.978,15,423.5,2056,2692.6,3430.6
4,4.94,5.19,4.99,20,410.6,2056,2718.3,3651.8
4,4.94,5.19,5.003,25,391.3,2116.5,2663.3,3507.2
4,4.94,5.19,5.015,30,372.2,2210.1,2894.2,3358
4,4.94,5.19,5.028,35,349.5,2137.7,2866.6,3432.5
4,4.94,5.19,5.04,40,334.4,2171.5,2866,3318.7
4,4.94,5.19,5.053,45,320.2,2142.3,2842.2,3405.3
4,4.94,5.19,5.065,50,314.4,2179.1,2914.7,3380.5
4,4.94,5.19,5.078,55,323.5,2243.1,3009.4,3667.7
4,4.94,5.19,5.09,60,310.2,2225.5,3188,3456.3
4,4.94,5.19,5.103,65,297.9,2161.2,2852.2,3335.7
4,4.94,5.19,5.115,70,299,2211.8,2824.7,3344.6
4,4.94,5.19,5.128,75,289.1,2208.6,2856.8,3319.8
4,4.94,5.19,5.14,80,298.5,2211.5,3131.2,3216.7
4,4.94,5.19,5.153,85,306.9,2109.1,2941.5,3554.2
4,4.94,5.19,5.165,90,320.4,2117.2,2791,3490.1
4,4.94,5.19,5.178,95,293.7,2065.1,2538.4,3570.7
4,4.94,5.19,5.19,100,253.9,2097.4,2505.4,3524.4
5,5.91,6.173,5.91,0,277.7,1767.6,2478.6,3391.1
5,5.91,6.173,5.923,5,285.3,1829.4,2541.5,3340.6
5,5.91,6.173,5.936,10,286.4,1884.7,2586.6,3313.7
5,5.91,6.173,5.949,15,298.5,1868.6,2557.3,3297.2
5,5.91,6.173,5.963,20,313,1804.4,2369.4,3313.3
5,5.91,6.173,5.976,25,307.4,1730.4,2431.3,3331.8
5,5.91,6.173,5.989,30,301.4,1726.6,2420.7,3297.7
5,5.91,6.173,6.002,35,294.8,1650.3,2231.1,3281.8
5,5.91,6.173,6.015,40,285,1479.6,2295.2,3328.2
5,5.91,6.173,6.028,45,279.9,1430.9,2383.9,3278.2
5,5.91,6.173,6.042,50,273.7,1378.4,2235.3,3270.2
5,5.91,6.173,6.055,55,262,1371.6,2237.3,3221.8
5,5.91,6.173,6.068,60,266.8,1338.7,2261.2,3221.1
5,5.91,6.173,6.081,65,268.8,1320.4,2294.6,3168.6
5,5.91,6.173,6.094,70,256.2,1337.2,2349.7,3197.4
5,5.91,6.173,6.107,75,258.6,1405.6,2338.9,3145.3
5,5.91,6.173,6.12,80,270.3,1674.6,2316.9,3153.3
5,5.91,6.173,6.134,85,264.6,2065.1,2320,3185.2
5,5.91,6.173,6.147,90,254.3,2037.3,2581.5,3042.7
5,5.91,6.173,6.16,95,233.7,2172,2590.9,3326.7
5,5.91,6.173,6.173,100,226.1,2184.2,2675,--undefined--
6,7.049,7.436,7.049,0,322.5,1645,2744.8,--undefined--
6,7.049,7.436,7.069,5,452.1,1827.1,3050.5,--undefined--
6,7.049,7.436,7.088,10,520.6,1926.1,2380.5,2940.9
6,7.049,7.436,7.107,15,498,1865,2725.7,--undefined--
6,7.049,7.436,7.127,20,581.8,1975.7,2698.5,--undefined--
6,7.049,7.436,7.146,25,594.6,2068.3,2693.6,--undefined--
6,7.049,7.436,7.165,30,511.3,1705.3,2656.4,3219.5
6,7.049,7.436,7.185,35,485.9,1655,2562.8,3142.3
6,7.049,7.436,7.204,40,499.6,1772.4,2710.2,3276.6
6,7.049,7.436,7.223,45,489.8,1791.3,2770.2,3692
6,7.049,7.436,7.243,50,390.1,1765.7,2696.2,3293.4
6,7.049,7.436,7.262,55,298.9,1736.4,2684.2,3329.7
6,7.049,7.436,7.282,60,304.7,1721.5,2702.3,3291.7
6,7.049,7.436,7.301,65,417.3,1719.8,2727.8,3285.7
6,7.049,7.436,7.32,70,476.8,1684.3,2715,3266.7
6,7.049,7.436,7.34,75,458.3,1628.3,2624.3,3428.7
6,7.049,7.436,7.359,80,443.3,1657.3,2758.5,--undefined--
6,7.049,7.436,7.378,85,439.1,1664.9,2711.1,--undefined--
6,7.049,7.436,7.398,90,367.7,1660.2,2782.1,--undefined--
6,7.049,7.436,7.417,95,302.2,1606.3,2827.1,--undefined--
6,7.049,7.436,7.436,100,283.2,1575.5,2735.6,--undefined--
7,8.13,8.4,8.13,0,380.3,1578.4,2465.7,3318.1
7,8.13,8.4,8.144,5,377.1,1558.2,2468.9,3361.5
7,8.13,8.4,8.157,10,380.4,1433.1,2406.5,3374.1
7,8.13,8.4,8.171,15,390.6,1372.7,2428.5,3392.9
7,8.13,8.4,8.184,20,391.7,1348.1,2472.2,3351.6
7,8.13,8.4,8.198,25,391.4,1362.7,2488.6,3312.6
7,8.13,8.4,8.211,30,393.1,1363.8,2484.6,3304.4
7,8.13,8.4,8.225,35,383.4,1420.5,2482.7,3334.9
7,8.13,8.4,8.238,40,374.5,1464.4,2479.9,3355.7
7,8.13,8.4,8.252,45,371.8,1571.7,2504,3338.5
7,8.13,8.4,8.265,50,349.5,1623.8,2484.6,3383.9
7,8.13,8.4,8.279,55,350.9,1677,2485.9,3406.7
7,8.13,8.4,8.292,60,346.4,1709,2480.6,3438.3
7,8.13,8.4,8.306,65,327.6,1757.4,2513.1,3483.3
7,8.13,8.4,8.319,70,319.5,1693.1,2496.7,3546.3
7,8.13,8.4,8.333,75,320.2,1698.8,2496.5,3564.2
7,8.13,8.4,8.346,80,272.6,1646.6,2505.8,3599.4
7,8.13,8.4,8.36,85,267.6,1700.2,2491.8,3613.4
7,8.13,8.4,8.373,90,254.4,1642.6,2458.8,3589.7
7,8.13,8.4,8.387,95,260.7,1580.1,2453.5,3611.9
7,8.13,8.4,8.4,100,225.5,1664.5,2629.2,--undefined--
8,9.16,9.406,9.16,0,426.7,2106.9,2928.2,--undefined--
8,9.16,9.406,9.172,5,417.1,2108.3,2797.2,3329.6
8,9.16,9.406,9.185,10,408.6,2081.8,2810.7,3260.8
8,9.16,9.406,9.197,15,404.6,2089.9,2765.4,3221.5
8,9.16,9.406,9.209,20,394,2105,2757.8,3235.1
8,9.16,9.406,9.222,25,378.5,2131.2,2882.3,3226.1
8,9.16,9.406,9.234,30,362.3,2132.6,2811.5,3275.8
8,9.16,9.406,9.246,35,352.1,2147,2813.9,3267
8,9.16,9.406,9.258,40,348.1,2174.1,2853.9,3239
8,9.16,9.406,9.271,45,337.6,2157,2805.5,3228.4
8,9.16,9.406,9.283,50,313.2,2180.8,2862.9,3205.2
8,9.16,9.406,9.295,55,304.5,2174.4,2916.5,3284.4
8,9.16,9.406,9.308,60,306.2,2182.7,2909,3266.2
8,9.16,9.406,9.32,65,290.2,2171,2897.9,3226.7
8,9.16,9.406,9.332,70,277.3,2180,2938.6,3392.3
8,9.16,9.406,9.345,75,254.7,2229.3,2937.1,3429.1
8,9.16,9.406,9.357,80,256.4,2288.2,2906,3601.6
8,9.16,9.406,9.369,85,254.5,2201.1,2820,3607.7
8,9.16,9.406,9.381,90,235.4,2185.3,2835.7,--undefined--
8,9.16,9.406,9.394,95,226.4,1999.3,2601,3683.1
8,9.16,9.406,9.406,100,222.1,1931.8,2865.2,--undefined--
9,10.48,10.78,10.48,0,290.9,1835,2802.1,3565.5
9,10.48,10.78,10.495,5,292.5,1816.6,2452.6,3342.2
9,10.48,10.78,10.51,10,300.6,1738.4,2276.3,3394.5
9,10.48,10.78,10.525,15,297.4,1798.9,2561.4,3335.9
9,10.48,10.78,10.54,20,281.6,1733.3,2297.1,3323.3
9,10.48,10.78,10.555,25,270.1,1670.8,2354.9,3259.8
9,10.48,10.78,10.57,30,271.8,1520.8,2280.3,3381.7
9,10.48,10.78,10.585,35,276.2,1445,2252,3322
9,10.48,10.78,10.6,40,261,1419.1,2325.6,3310.9
9,10.48,10.78,10.615,45,256.8,1429.9,2388.1,3271.3
9,10.48,10.78,10.63,50,254.6,1332.7,2312.6,3211.8
9,10.48,10.78,10.645,55,251.2,1407.3,2258.8,3230.8
9,10.48,10.78,10.66,60,258.1,1407.7,2248.7,3197.3
9,10.48,10.78,10.675,65,257.6,1411,2270.4,3186.5
9,10.48,10.78,10.69,70,230.1,1309.5,2299.9,3198.2
9,10.48,10.78,10.705,75,247.3,1326.5,2396.6,3215.4
9,10.48,10.78,10.72,80,244.6,1495.1,2338.3,3211.2
9,10.48,10.78,10.735,85,240.1,2062.5,2298,3177.5
9,10.48,10.78,10.75,90,251.1,2046.5,2307.8,3164.2
9,10.48,10.78,10.765,95,253.3,2077.3,2605.7,3188.3
9,10.48,10.78,10.78,100,261.7,1871.1,2718,3287.5
10,11.57,11.94,11.57,0,416.2,1392.3,2719.8,3525.8
10,11.57,11.94,11.589,5,518.6,1192.4,2715,3604
10,11.57,11.94,11.607,10,610.1,1104.1,3010.8,--undefined--
10,11.57,11.94,11.626,15,613.9,966.2,3073.9,3448.6
10,11.57,11.94,11.644,20,639.4,754.5,2955,3384.1
10,11.57,11.94,11.663,25,571.5,847.1,2925.6,3453.8
10,11.57,11.94,11.681,30,581.2,894,2939.7,3513
10,11.57,11.94,11.7,35,576.9,899.8,2944.9,3509.3
10,11.57,11.94,11.718,40,576.2,913,2944,3445.9
10,11.57,11.94,11.737,45,575.8,946.5,2914.9,3433
10,11.57,11.94,11.755,50,585,969.1,2812.9,3405
10,11.57,11.94,11.774,55,593,962.3,2867.8,3482.5
10,11.57,11.94,11.792,60,548.3,1082.4,2802.2,3523.2
10,11.57,11.94,11.811,65,502.9,1165.4,2767.4,3482.8
10,11.57,11.94,11.829,70,488.7,1236.2,2732.7,3467.7
10,11.57,11.94,11.848,75,509.8,1323.9,2680.8,3439.5
10,11.57,11.94,11.866,80,478.4,1439.1,2609.2,3520.2
10,11.57,11.94,11.885,85,483.1,1543.1,2641.5,3429.4
10,11.57,11.94,11.903,90,372.4,1640.9,2664.6,3459.9
10,11.57,11.94,11.922,95,212.6,1595.9,2867.2,3032.2
10,11.57,11.94,11.94,100,191.6,1485.1,2720.6,--undefined--
11,12.63,13.07,12.63,0,481.1,1028.4,2695.3,3596.1
11,12.63,13.07,12.652,5,615.2,1047.4,2611.7,3486.3
11,12.63,13.07,12.674,10,576.8,939.7,2620.6,3405.2
11,12.63,13.07,12.696,15,456.3,912.2,2738.3,3434
11,12.63,13.07,12.718,20,444,882.5,2715.9,3408.9
11,12.63,13.07,12.74,25,472.4,852.8,2801.2,3392.9
11,12.63,13.07,12.762,30,482,1003.9,2819.5,3458.2
11,12.63,13.07,12.784,35,561.7,998.9,2823.3,3433.8
11,12.63,13.07,12.806,40,538.6,1096.2,2786.4,3435.2
11,12.63,13.07,12.828,45,515.8,1171.7,2749.7,3460.8
11,12.63,13.07,12.85,50,526.8,1201.3,2732.8,3434.5
11,12.63,13.07,12.872,55,578.7,1276.2,2709.9,3415.8
11,12.63,13.07,12.894,60,548.2,1320.6,2660.2,3435.1
11,12.63,13.07,12.916,65,573.7,1400.6,2620.7,3452
11,12.63,13.07,12.938,70,477.4,1493.6,2601.1,3521.1
11,12.63,13.07,12.96,75,470,1616.5,2651.8,3589.7
11,12.63,13.07,12.982,80,380.8,1623.6,2706.4,--undefined--
11,12.63,13.07,13.004,85,305.8,1673.5,2711.3,--undefined--
11,12.63,13.07,13.026,90,281.8,1662.1,2735.3,--undefined--
11,12.63,13.07,13.048,95,269.3,1670.8,2872.6,3587.8
11,12.63,13.07,13.07,100,1509.3,2465.6,3509.7,--undefined--
12,13.933,14.32,13.933,0,278.1,1882.1,2778.2,--undefined--
12,13.933,14.32,13.952,5,507.8,1931.1,2870.1,--undefined--
12,13.933,14.32,13.971,10,629.6,1951.8,2818.5,--undefined--
12,13.933,14.32,13.991,15,694.6,1286.7,2582.9,3358.3
12,13.933,14.32,14.01,20,743.6,1465.1,2706.9,2937
12,13.933,14.32,14.029,25,753.9,1448,2492.1,2917.4
12,13.933,14.32,14.049,30,694.9,1384.9,2658.9,3172.8
12,13.933,14.32,14.068,35,697.8,1381.9,2626.7,3125.9
12,13.933,14.32,14.088,40,718,1348.2,2595.2,3158.6
12,13.933,14.32,14.107,45,666.9,1294.6,2582.8,3206.2
12,13.933,14.32,14.126,50,634,1219,2502,3363
12,13.933,14.32,14.146,55,580.9,1107.5,2455.6,3372.4
12,13.933,14.32,14.165,60,567.2,1019.7,2459.7,3286.7
12,13.933,14.32,14.184,65,505.2,983.6,2696.4,3159.1
12,13.933,14.32,14.204,70,500,939.4,2604.3,3235.7
12,13.933,14.32,14.223,75,443.3,913.3,2655.8,3296.5
12,13.933,14.32,14.243,80,406,991.3,2717.1,3284.1
12,13.933,14.32,14.262,85,375.7,1151.9,2627.9,3272.4
12,13.933,14.32,14.281,90,344.6,1304.5,2529.5,3376.1
12,13.933,14.32,14.301,95,323.3,1572.5,2578.7,3379.7
12,13.933,14.32,14.32,100,361.8,2180,3127.5,--undefined--
13,15.3,15.625,15.3,0,323.2,1722.7,2560,3577.6
13,15.3,15.625,15.316,5,387.3,1301.8,2494.3,3387.3
13,15.3,15.625,15.332,10,431.5,1115.4,2314.9,3351.1
13,15.3,15.625,15.349,15,430.4,937.8,2634.3,3347.4
13,15.3,15.625,15.365,20,399.5,820.1,2590.3,3213.4
13,15.3,15.625,15.381,25,399.3,750.5,2504.1,3121.3
13,15.3,15.625,15.398,30,407.9,702.1,2535.8,3152.9
13,15.3,15.625,15.414,35,407.6,717.5,2651.1,3200
13,15.3,15.625,15.43,40,406.2,837.5,2798.9,3195.4
13,15.3,15.625,15.446,45,403.9,982.5,2768.7,3241.7
13,15.3,15.625,15.463,50,395.3,1088.7,2654.2,3298.4
13,15.3,15.625,15.479,55,408.4,1214.9,2441.2,3222.2
13,15.3,15.625,15.495,60,410.4,1677.9,2382.1,3309.6
13,15.3,15.625,15.511,65,360,1888.7,2365.9,3370.3
13,15.3,15.625,15.528,70,335.8,2025.9,2469.8,3395.8
13,15.3,15.625,15.544,75,330.4,2100.8,2532.2,3364.5
13,15.3,15.625,15.56,80,326.7,2060.1,2601.1,3467.2
13,15.3,15.625,15.577,85,314.7,2096.7,2568.1,3380.3
13,15.3,15.625,15.593,90,317.8,2022,2589,3427
13,15.3,15.625,15.609,95,307.1,2051.3,2601.8,3438.4
13,15.3,15.625,15.625,100,264,1975.8,2454.1,3494.6
14,16.84,17.09,16.84,0,367.8,1403.1,2515.8,3396.2
14,16.84,17.09,16.853,5,387.1,1374.6,2508.7,3373.9
14,16.84,17.09,16.865,10,390.8,1400.8,2463.7,3400.9
14,16.84,17.09,16.878,15,384.3,1404.7,2447.4,3309.9
14,16.84,17.09,16.89,20,380.5,1410.8,2491.7,3328
14,16.84,17.09,16.903,25,372.4,1442.4,2469,3329.4
14,16.84,17.09,16.915,30,364,1447.9,2442.8,3355.2
14,16.84,17.09,16.928,35,373.8,1490.3,2456.8,3329.4
14,16.84,17.09,16.94,40,367.1,1531.8,2482.8,3323.1
14,16.84,17.09,16.953,45,365.9,1501.6,2392.1,3390.3
14,16.84,17.09,16.965,50,367.3,1594.1,2477,3367
14,16.84,17.09,16.978,55,363.2,1657.9,2511.8,3380.3
14,16.84,17.09,16.99,60,350.7,1666.9,2499,3394.6
14,16.84,17.09,17.003,65,338.5,1673.1,2467,3472.2
14,16.84,17.09,17.015,70,308.1,1706.9,2491.1,3512.7
14,16.84,17.09,17.028,75,310.9,1737.1,2449.5,3484.6
14,16.84,17.09,17.04,80,274.5,1704.2,2427.7,3491.8
14,16.84,17.09,17.053,85,254,1668.5,2486.2,3506.4
14,16.84,17.09,17.065,90,249.9,1634.5,2503.4,3568.4
14,16.84,17.09,17.078,95,255,1679.9,2516.7,3527
14,16.84,17.09,17.09,100,243.7,1646.1,2500.1,3659.1
15,18.07,18.31,18.07,0,384.3,1965.4,2554.2,--undefined--
15,18.07,18.31,18.082,5,428.6,1830.8,2605.2,--undefined--
15,18.07,18.31,18.094,10,465.4,1923.3,2740.8,--undefined--
15,18.07,18.31,18.106,15,462.3,1955.9,2742.8,--undefined--
15,18.07,18.31,18.118,20,452.3,2017.6,2739.6,--undefined--
15,18.07,18.31,18.13,25,447.2,2048.5,2795.7,--undefined--
15,18.07,18.31,18.142,30,430.4,2115.1,2868.6,--undefined--
15,18.07,18.31,18.154,35,426.1,2226.5,2831,--undefined--
15,18.07,18.31,18.166,40,413.7,2268.3,2828.8,--undefined--
15,18.07,18.31,18.178,45,379,2238.4,2842.1,--undefined--
15,18.07,18.31,18.19,50,337.6,2178.1,2929.7,--undefined--
15,18.07,18.31,18.202,55,301.5,2210.6,2976.8,3417.3
15,18.07,18.31,18.214,60,310.7,2227.4,3112.4,--undefined--
15,18.07,18.31,18.226,65,307.6,2194.7,2966.8,3426.7
15,18.07,18.31,18.238,70,318.2,2176,2839.7,3442.7
15,18.07,18.31,18.25,75,306.3,2170.1,2811.4,3420.6
15,18.07,18.31,18.262,80,324.9,2400.2,3043.5,--undefined--
15,18.07,18.31,18.274,85,327.9,2251.2,2865.5,3485.2
15,18.07,18.31,18.286,90,322.1,2177.7,2787.8,3543.8
15,18.07,18.31,18.298,95,322.9,2126.5,2675.8,3657
15,18.07,18.31,18.31,100,275.9,2061.7,2436.9,3609.3
16,19.11,19.43,19.11,0,331.2,1634,2826.4,3582.1
16,19.11,19.43,19.126,5,425.3,1510.9,2398.4,3384.1
16,19.11,19.43,19.142,10,460.1,1388.2,2473,3324.8
16,19.11,19.43,19.158,15,439.6,1299.6,2477.4,3277.6
16,19.11,19.43,19.174,20,412.1,1152.7,2407.8,3335.4
16,19.11,19.43,19.19,25,410.7,1014.7,2403.8,3328.2
16,19.11,19.43,19.206,30,407.7,848.8,2414,3272.4
16,19.11,19.43,19.222,35,402.7,1020.8,2505.6,3257
16,19.11,19.43,19.238,40,386.6,912.6,2501.9,3220.7
16,19.11,19.43,19.254,45,396.1,893.7,2632.3,3207.9
16,19.11,19.43,19.27,50,380,863,2553.9,3192.9
16,19.11,19.43,19.286,55,364.9,913.6,2691.4,3151.4
16,19.11,19.43,19.302,60,350.6,875.2,2746.3,3175.2
16,19.11,19.43,19.318,65,343.2,809.2,2829.9,3161.2
16,19.11,19.43,19.334,70,332,755.2,2817.8,3102.9
16,19.11,19.43,19.35,75,317.1,696.1,2793.8,3125.4
16,19.11,19.43,19.366,80,291.9,768.3,2728.4,3083.1
16,19.11,19.43,19.382,85,281.5,819.4,2574.9,3060
16,19.11,19.43,19.398,90,286.7,948,2572.9,2988
16,19.11,19.43,19.414,95,303,1192.2,2499.7,2868.8
16,19.11,19.43,19.43,100,268.9,1200.6,2369.7,--undefined--
17,20.108,20.48,20.108,0,657.8,1209.2,2784.4,--undefined--
17,20.108,20.48,20.127,5,747.6,1244.8,2798.2,3532.1
17,20.108,20.48,20.145,10,713.8,1247.7,2839.7,--undefined--
17,20.108,20.48,20.164,15,707.1,1206.4,2860.5,3493
17,20.108,20.48,20.182,20,657.9,1208,2859.3,3424.4
17,20.108,20.48,20.201,25,644,1246.3,2801.4,3395.4
17,20.108,20.48,20.22,30,674.3,1230.2,2670.8,3426.5
17,20.108,20.48,20.238,35,666.8,1306,2615,3345.1
17,20.108,20.48,20.257,40,654.7,1412.8,2564.5,3312.2
17,20.108,20.48,20.275,45,654.2,1202,2524.3,3128.9
17,20.108,20.48,20.294,50,610.1,1984.9,2545.6,3333
17,20.108,20.48,20.313,55,509.1,2062.4,2535.1,3444.2
17,20.108,20.48,20.331,60,480.9,2137.2,2782.8,3479.5
17,20.108,20.48,20.35,65,443.2,2157.2,2853.2,--undefined--
17,20.108,20.48,20.368,70,418.9,2411,2920.3,--undefined--
17,20.108,20.48,20.387,75,395.5,2359.4,2913.2,--undefined--
17,20.108,20.48,20.406,80,369.7,2116.4,2714.7,--undefined--
17,20.108,20.48,20.424,85,325,2015.5,2491.7,--undefined--
17,20.108,20.48,20.443,90,320.2,1893.6,2611.5,--undefined--
17,20.108,20.48,20.461,95,307.1,1807.6,2487.7,--undefined--
17,20.108,20.48,20.48,100,314.8,1719.8,2731.7,3770.6
18,21.163,21.53,21.163,0,673.4,1900.7,2501.9,--undefined--
18,21.163,21.53,21.182,5,755,1931.2,2643.9,--undefined--
18,21.163,21.53,21.2,10,703.7,1534.7,2548.9,3635.2
18,21.163,21.53,21.218,15,726.2,1608.2,2596.9,3519.8
18,21.163,21.53,21.237,20,717.5,1650.8,2634.2,3337.2
18,21.163,21.53,21.255,25,687.9,1529.5,2568.4,3333.4
18,21.163,21.53,21.273,30,668,1720.9,2566.2,3380.4
18,21.163,21.53,21.292,35,684.4,1775.5,2595,3273.4
18,21.163,21.53,21.31,40,667.2,1719.9,2608.6,3361.7
18,21.163,21.53,21.328,45,666.2,1638.8,2581,3405.7
18,21.163,21.53,21.347,50,663.7,1627.4,2615.5,3468.1
18,21.163,21.53,21.365,55,663.9,1613.4,2594,3471.4
18,21.163,21.53,21.383,60,658,1605.6,2608,3532.9
18,21.163,21.53,21.402,65,609.3,1608.3,2587.6,3520.4
18,21.163,21.53,21.42,70,581.6,1601.5,2636.2,--undefined--
18,21.163,21.53,21.438,75,529.6,1609.7,2678.8,--undefined--
18,21.163,21.53,21.457,80,490.2,1641.6,2677,--undefined--
18,21.163,21.53,21.475,85,413.5,1572.7,2615.8,--undefined--
18,21.163,21.53,21.493,90,341.9,1640,2615.1,--undefined--
18,21.163,21.53,21.512,95,319.2,1671,2673.2,--undefined--
18,21.163,21.53,21.53,100,307.9,1648.1,2582.6,--undefined--
19,22.261,22.68,22.261,0,351.5,1896.3,2777.2,--undefined--
19,22.261,22.68,22.282,5,449.5,1963,2802.6,--undefined--
19,22.261,22.68,22.303,10,439.7,2036.1,2729.3,--undefined--
19,22.261,22.68,22.324,15,437.7,2059,2674,--undefined--
19,22.261,22.68,22.345,20,434.6,2094.5,2899.8,--undefined--
19,22.261,22.68,22.366,25,395.2,2406.2,3139.5,--undefined--
19,22.261,22.68,22.387,30,363.5,2265.6,3089.3,3581.9
19,22.261,22.68,22.408,35,331.2,2228,2940.6,3238.6
19,22.261,22.68,22.429,40,308.1,2223,3121.9,--undefined--
19,22.261,22.68,22.45,45,304.9,2178.1,3239.4,3251.9
19,22.261,22.68,22.471,50,338.7,2240.6,2961.3,3265.7
19,22.261,22.68,22.492,55,322.9,2163.7,2880,3421
19,22.261,22.68,22.513,60,330.8,2180.8,2832.3,3405.4
19,22.261,22.68,22.533,65,325.8,2170.4,2861,3398.9
19,22.261,22.68,22.554,70,309.9,2166.5,2837.2,3428.6
19,22.261,22.68,22.575,75,290.2,2145.1,2777.4,3408.8
19,22.261,22.68,22.596,80,300.4,2096.3,2727.1,3454.2
19,22.261,22.68,22.617,85,312.2,2062.1,2686.8,3536.2
19,22.261,22.68,22.638,90,283.5,1942.4,2546.2,3504.2
19,22.261,22.68,22.659,95,265.8,1852.5,2502.7,3502.2
19,22.261,22.68,22.68,100,271.3,1784,2515.2,3552.5
20,23.388,23.77,23.388,0,468.3,1816.7,2839,--undefined--
20,23.388,23.77,23.407,5,624.1,1728.4,2656.3,--undefined--
20,23.388,23.77,23.426,10,714.8,1319.1,2573.2,3530.5
20,23.388,23.77,23.445,15,765.2,1291.1,2651.1,3366.4
20,23.388,23.77,23.464,20,773.3,1257,2691.5,3485.3
20,23.388,23.77,23.483,25,791.2,1212.1,2701.3,3442.3
20,23.388,23.77,23.502,30,773.2,1183.5,2717.8,3637.1
20,23.388,23.77,23.521,35,734.8,1152.3,2723,3670.9
20,23.388,23.77,23.541,40,713.2,1160.7,2700.6,3571.4
20,23.388,23.77,23.56,45,708.7,1104.5,2740.6,3628.8
